id,barcode,desc,remarks,asset_type,cat_type,locname,dept,image,image_url,datetime_saved
161,,"DOUBLE DECK","3 PCS
SSD ROOM","FUR. & FIXT.",BED,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787626941905.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787626941905.jpg,"2026-08-25 11:02:13 AM"
162,,"DOUBLE DECK","3 PCS
NO BARCODE","FUR. & FIXT.",BED,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787627088165.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787627088165.jpg,"2026-08-25 11:04:36 AM"
163,,"DOUBLE DECK","3 PCS
NO BARCODE
QUARANTINE ROOM 1","FUR. & FIXT.",BED,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787627175638.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787627175638.jpg,"2026-08-25 11:06:06 AM"
164,,"WOODEN CABINET W/ 4 DOORS","NO BARCODE
STAFF HOUSE-STOCK ROOM","FUR. & FIXT.",CABINET-WOODEN,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787627248597.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787627248597.jpg,"2026-08-25 11:07:19 AM"
165,MFI-DBL-00109507,"B4-5 VERTICAL CABINET","OLD BARCODE
STAFF HOUSE-STOCK ROOM","FUR. & FIXT.",CABINET-STEEL,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787627391572.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787627391572.jpg,"2026-08-25 11:09:43 AM"
166,,"PANASONIC AIRCON SPLIT TYPE M:CS-S12PKQ S:3428402403","NO BARCODE
STAFF HOUSE-STOCK ROOM","MACH. & EQPT.",AIRCON-SPLIT-TYPE,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787627484167.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787627484167.jpg,"2026-08-25 11:11:15 AM"
167,,"DRIVER BLDG.","NO BARCODE
COMPOUND",BLDG.,BUILDING,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787627658423.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787627658423.jpg,"2026-08-25 11:13:56 AM"
168,,"DOUBLE DECK","4 PCS
NO BARCODE
DRIVER BLDG.","FUR. & FIXT.",BED,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787627717965.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787627717965.jpg,"2026-08-25 11:15:09 AM"
169,,"CHICKEN Dung BLDG.","NO BARCODE
COMPOUND",BLDG.,BUILDING,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787627788600.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787627788600.jpg,"2026-08-25 11:16:05 AM"
170,,"KARCHER POWER SPRAYER M:HD 6/15-4 S:018412","NO BARCODE
CRITS WASHER AREA","MACH. & EQPT.","POWER SPRAYER","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787627897209.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787627897209.jpg,"2026-08-25 11:18:02 AM"
171,,"POWER SPRAYER S:2017-060989","NO BARCODE
CRITS WASHER AREA","MACH. & EQPT.","POWER SPRAYER","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787628124248.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787628124248.jpg,"2026-08-25 11:21:52 AM"
172,,LAGOON,"NO BARCODE
COMPOUND","LAND IMPVT.",,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787628219780.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787628219780.jpg,"2026-08-25 11:23:27 AM"
173,,"MITSUBISHI CANTER HD TURBO PL#GED-2344","NO BARCODE
COMPOUND","TRNS. EQPT.",VEHICLE,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787647870485.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787647870485.jpg,"2026-08-25 04:50:56 PM"
174,,"ALUMINUM LADDER 20 STEPS","NO BARCODE
SUD SA CONTAINER VAN ASC 376","OTHER EQPT.",LADDER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787648040766.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787648040766.jpg,"2026-08-25 04:53:41 PM"
175,0119-0004173100001,"POWER SPRAYER 2HP(WL 25 ASBC)","ITEM NOT FOUND
S#Y122080
SUD SA  CONTAINER VAN ASC 401","MACH. & EQPT.","POWER SPRAYER","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787648243696.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787648243696.jpg,"2026-08-25 04:57:14 PM"
176,0119-0004173100003,"POWER SPRAYER 2HP(WL 25 ASBC)","ITEM NOT FOUND
S#Y122062
SUD SA CONTAINER VAN ASC 401","MACH. & EQPT.","POWER SPRAYER","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787648382216.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787648382216.jpg,"2026-08-25 04:59:34 PM"
177,0119-0004173100002,"POWER SPRAYER 2HP(WL 25 ASBC)","ITEM NOT FOUND
S#Y122059
SUD SA CONTAINER VAN ASC 401","MACH. & EQPT.","POWER SPRAYER","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787648507209.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787648507209.jpg,"2026-08-25 05:01:35 PM"
178,0119-0004173100004,"POWER SPRAYER 2HP(WL 25 ASBC)","ITEM NOT FOUND
S#Y122115
SUD SA CONTAINER","MACH. & EQPT.","POWER SPRAYER","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787648678953.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787648678953.jpg,"2026-08-25 05:04:22 PM"
179,,"MAKITA MIST BLOWER M:PM7650H S:0019549","NO BARCODE
SUBAYON
SUD SA CONTAINER VAN ASC 401","MACH. & EQPT.",BLOWER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787648813350.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787648813350.jpg,"2026-08-25 05:06:09 PM"
180,,"CONTAINER VAN 10FTR. CILU 223456-0","NO BARCODE
COMPOUND","TRNS. EQPT.","CONTAINER VAN","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787649104199.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787649104199.jpg,"2026-08-25 05:11:34 PM"
181,MFI-DBL-00110400,"RADIO TK-2107 S#69548972","DAMAGED
ADMIN OFFICE","OTHER EQPT.","RADIO HANDSET","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787650341376.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787650341376.jpg,"2026-08-25 05:32:10 PM"
182,,HOOPER,"NO BARCODE
LAYING PRODUCTION AREA HOUSE 3, 2, 1, 4, (MALE POOL 1 & 2)
4 UNITS, (2 UNITS)","MACH. & EQPT.",OTHERS,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787707188557.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787707188557.jpg,"2026-08-26 09:17:40 AM"
183,,"EXHAUST FAN","NO BARCODE
LAYING PRODUCTION AREA HOUSE 3, 2, 1, 4, (MALE POOL 1&2) 
11 UNITS, (3 UNITS)","MACH. & EQPT.","EXHAUST FAN","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787707467584.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787707467584.jpg,"2026-08-26 09:22:56 AM"
184,,"ROXELL NEST CONTROLLER","NO BARCODE
LAYERING HOUSE 3, 2, 1, 4
3 units","MACH. & EQPT.",CONTROLLER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787707687865.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787707687865.jpg,"2026-08-26 09:26:37 AM"
185,,"ROXELL DAYBIN CONTROLLER","NO BARCODE
LAYERING HOUSE 3, 2, 1, 4
1 pc","MACH. & EQPT.",CONTROLLER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787708283024.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787708283024.jpg,"2026-08-26 09:36:17 AM"
186,,"DAYBIN FEED STORAGE","NO BARCODE
LAYERING HOUSE 3, 2, 1, 4
1 pc","MACH. & EQPT.",OTHERS,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787708388161.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787708388161.jpg,"2026-08-26 09:38:08 AM"
187,,"NESTING LINE","NO BARCODE
LAYERING HOUSE 3, 2, 1, 4
1 pc","BLDG. IMPVT.",OTHERS,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787708813919.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787708813919.jpg,"2026-08-26 09:45:35 AM"
188,,"ROXELL FEEDLINE HANGER","NO BARCODE
LAYERING HOUSE 3, 2, 1, 4
6 units, 3 units, 3 units, 6 units","MACH. & EQPT.",OTHERS,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787709092263.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787709092263.jpg,"2026-08-26 09:47:30 AM"
189,,"ROXELL SKOV CONTROLLER","NO BARCODE
LAYERING HOUSE 3, 2, 1, 4
1 pc","MACH. & EQPT.",CONTROLLER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787709186115.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787709186115.jpg,"2026-08-26 09:52:45 AM"
190,"MFI-DBL-00117567 / MFI-DBL-00117568 / MFI-DBL-00117566","APC UPS 650VA S#: 9B2114A30904 / S#: 9B2114A30904 / S#: 9B2114A30903","OLD BARCODE
LAYERING HOUSE 3, 4
1 pc","OFF. EQPT.",UPS,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787709346043.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787709346043.jpg,"2026-08-26 09:54:12 AM"
191,,"WING CONTROLLER","NO BARCODE
LAYERING HOUSE 3, 2, 1, 4, (MALEPOOL 1&2)
1 PC","ELEC. INTS. & EQPT.","PANEL BOARD","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787709426812.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787709426812.jpg,"2026-08-26 09:55:50 AM"
192,,"MAIN PANEL BOARD","NO BARCODE
LAYERING HOUSE 3, 2, 1, 4
1 pc","ELEC. INTS. & EQPT.","PANEL BOARD","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787709475678.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787709475678.jpg,"2026-08-26 09:57:10 AM"
193,,"GE ELECTRIC METER","NO BARCODE
LAYERING HOUSE 3, 2, 1, MALEPOOL 1&2, 4
1 pc","ELEC. INTS. & EQPT.","ENERGY METER","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787709547294.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787709547294.jpg,"2026-08-26 09:58:23 AM"
194,,"CONTROL RELAY ALARM","NO BARCODE
LAYERING HOUSE 3, 2, 1, 4
1 pc","ELEC. INTS. & EQPT.",CONTROLLER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787709663340.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787709663340.jpg,"2026-08-26 10:00:22 AM"
195,,"PLASTIC PALLET BLUE","NO BARCODE
LAYERING HOUSE 3, 2, 1, 4, LAYERING DOCKING AREA 
3 pcs, 4 pcs, 8 pcs, 4 pcs, 2 pcs, 5 pcs","STR. EQPT.",PALLET,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787709723239.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787709723239.jpg,"2026-08-26 10:01:07 AM"
196,,"ROXELL PANEL BOARD EGG BELT","NO BARCODE
LAYERING HOUSE 3, 2, 1, MALEPOOL, 4
1pc","ELEC. INTS. & EQPT.",CONTROLLER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787709846005.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787709846005.jpg,"2026-08-26 10:02:48 AM"
197,,"DOSATRON D25RE2","NO BARCODE
LAYERING HOUSE 3, 2, 1, 4
1 pc","STR. EQPT.","MEDICAL SUPPLIES","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787709947220.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787709947220.jpg,"2026-08-26 10:04:27 AM"
198,,"CINTROPUR WATER FILTER","NO BARCODE
LAYERING HOUSE 3, 2, 1, MALEPOOL 1&2, 4
1 pc","STR. EQPT.",FILTERS,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787710015507.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787710015507.jpg,"2026-08-26 10:06:03 AM"
199,,"WATER METER","NO BARCODE
LAYERING HOUSE 3, 2, 1, MALEPOOL 1&2, 4
1 pc","STR. EQPT.",METER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787710064558.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787710064558.jpg,"2026-08-26 10:06:57 AM"
200,,"SKOV DA75 R&P TUNNEL DOORS MOTOR 230V","NO BARCODE
LAYERING HOUSE 3, 2, 1
2 UNITS","ELEC. INTS. & EQPT.","MACHINE MOTOR","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787710144926.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787710144926.jpg,"2026-08-26 10:07:55 AM"
201,,"WATER PUMP 2HP","NO BARCODE
LAYERING HOUSE 3, 2, 1
2 PCS","MACH. & EQPT.","WATER PUMP","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787710233302.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787710233302.jpg,"2026-08-26 10:09:11 AM"
202,,"BUILDING HOUSE 3, 2, 1, MALEPOOL 1&2","NO BARCODE
1 lot",BLDG.,BUILDING,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787710399206.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787710399206.jpg,"2026-08-26 10:12:22 AM"
203,,"WALL PAD","NO BARCODE
LAYERING BUILDINGS (4buildingx2wingsx30pcs)
MALEPOOL(7 PCS)","BLDG. IMPVT.",OTHERS,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787710636166.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787710636166.jpg,"2026-08-26 10:14:14 AM"
204,,"FUJI WEIGHING SCALE 60KG","NO BARCODE
LAYERING HOUSE 1
1 PC","STR. EQPT.","WEIGHING SCALE","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787712739968.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787712739968.jpg,"2026-08-26 10:51:14 AM"
205,,"SALTER HANGING SCALE 10KG","NO BARCODE
LAYERING HOUSE 3, 2, 1
1 PC","STR. EQPT.","HANGING SCALE","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787713628138.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787713628138.jpg,"2026-08-26 11:05:39 AM"
206,,"FIRE HYDRANT","NO BARCODE
LAYERING","BLDG. IMPVT.",OTHERS,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787713800466.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787713800466.jpg,"2026-08-26 11:08:39 AM"
207,,"FIRE HOSE","NO BARCODE
LAYERING HOUSE 1, 2, 3, 4
1 pc","STR. EQPT.","FIRE HOSE","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787714627375.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787714627375.jpg,"2026-08-26 11:22:57 AM"
208,,"FEEDLINE MOTOR 2 HP","NO BARCODE
LAYERING HOUSE 3, 2, 1, MALEPOOL 1&2, 4
26 PCS, 23 PCS, 23 PCS, 1 PC&4 PCS, 26 PCS","MACH. & EQPT.","MACHINE MOTOR","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787714853549.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787714853549.jpg,"2026-08-26 11:25:04 AM"
209,,"REST ROOM","LAYERING AREA",BLDG.,BUILDING,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787715063679.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787715063679.jpg,"2026-08-26 11:30:08 AM"
210,,"LADDER 6 STEPS","NO BARCODE
LAYERING MALEPOOL 2",TOOLS,LADDER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787716233484.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787716233484.jpg,"2026-08-26 11:49:37 AM"
211,MFI-DBL-00114003,"LG WASHING MACHINE WP18602R 14 KG S#: X687","OLD BARCODE 
LAYERING AREA","MACH. & EQPT.","WASHING MACHINE","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787721832204.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787721832204.jpg,"2026-08-26 01:22:08 PM"
212,,"STAINLESS STEEL SINK","NO BARCODE
LAYERING AREA","FUR. & FIXT.",SINK,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787721920062.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787721920062.jpg,"2026-08-26 01:24:27 PM"
213,,"HANABISHI 32"" SMART HD LED TV M#: HLED-32HDDGSMT8G","NO BARCODE
LAYERING AREA","OFF. EQPT.",TV,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787722063688.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787722063688.jpg,"2026-08-26 01:26:08 PM"
214,,"RECTANGULAR TABLE","NO BARCODE
LAYERING AREA
2 PCS","FUR. & FIXT.",TABLE,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787722214564.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787722214564.jpg,"2026-08-26 01:29:12 PM"
215,,"STEEL BENCH","NO BARCODE
LAYERING AREA
3 PCS","FUR. & FIXT.",BENCH,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787722306270.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787722306270.jpg,"2026-08-26 01:30:51 PM"
216,MFI-DBL-00108562,"CPU CORE I3-4170 S#: G2MOFM096416","OLD BARCODE
LAYERING AREA","OFF. EQPT.",CPU,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787722419098.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787722419098.jpg,"2026-08-26 01:32:13 PM"
217,MFI-DBL-00114234,"ACER MON 18.5"" S#: 3040005823E00","OLD BARCODE
LAYERING AREA","OFF. EQPT.",MONITOR,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787722504951.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787722504951.jpg,"2026-08-26 01:33:46 PM"
218,,"OFFICE TABLE BROWN W/ 3 COMPARTMENT","NO BARCODE
LAYERING AREA OFFICE","OFF. EQPT.",TABLE,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787722715873.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787722715873.jpg,"2026-08-26 01:36:56 PM"
219,,"HIK VISION 9 PORTS S#: 10015369588 M#: DS-3E0109P-EM","NO BARCODE
LAYERING AREA OFFICE","OFF. EQPT.",ROUTER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787722852911.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787722852911.jpg,"2026-08-26 01:39:01 PM"
220,,"FIRE ALARM CONTROL PANEL S#: E-1049922","NO BARCODE
LAYERING AREA","ELEC. INTS. & EQPT.",OTHERS,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787723144101.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787723144101.jpg,"2026-08-26 01:44:15 PM"
221,,"UV BOX DOUBLE DOOR","NO BARCODE
LAYERING AREA","OTHER EQPT.",OTHERS,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787723236617.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787723236617.jpg,"2026-08-26 01:46:27 PM"
222,,"SALTER HANGING SCALE 5 KG","NO BARCODE
DAMAGED
LAYERING AREA
2 PCS",TOOLS,"HANGING SCALE","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787723335483.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787723335483.jpg,"2026-08-26 01:48:01 PM"
223,,"SINGLE BED","STEEL
NO BARCODE
LAYERING AREA STAFF HOUSE 1
1 PC","FUR. & FIXT.",BED,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787723566688.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787723566688.jpg,"2026-08-26 01:51:17 PM"
224,,"WOODEN CABINET 2 DOORS WHITE","NO BARCODE
LAYERING AREA STAFF HOUSE 1, 2
1 PC","FUR. & FIXT.",CABINET-WOODEN,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787723641025.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787723641025.jpg,"2026-08-26 01:53:01 PM"
225,MFI-DBL-00110081,"AEG SHOWER HEATER M#: BS35E","NO BARCODE
LAYERING AREA STAFF HOUSE 1
1 PC","OTHER EQPT.",HEATER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787723716998.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787723716998.jpg,"2026-08-26 01:54:03 PM"
226,,"WOODEN CABINET 4 DOORS WHITE","NO BARCODE
LAYERING AREA STAFF HOUSE 2
1 PC","FUR. & FIXT.",CABINET-WOODEN,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787723860214.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787723860214.jpg,"2026-08-26 01:56:38 PM"
227,,"AEG SHOWER HEATER","NO BARCODE
LAYERING AREA STAFF HOUSE 2
1 PC","OTHER EQPT.",HEATER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787723938587.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787723938587.jpg,"2026-08-26 01:58:14 PM"
228,,"WOODEN CABINET 8 DOORS WHITE","NO BARCODE
LAYERING AREA STAFF HOUSE 3
1 pc","FUR. & FIXT.",CABINET-WOODEN,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787724129061.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787724129061.jpg,"2026-08-26 02:01:05 PM"
229,,"WOODEN CABINET 12 DOORS WHITE","NO BARCODE
LAYERING AREA STAFF HOUSE 4
1 PC","FUR. & FIXT.",CABINET-WOODEN,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787724263372.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787724263372.jpg,"2026-08-26 02:03:05 PM"
230,,"WOODEN CABINET 6 DOORS WHITE","NO BARCODE
LAYERING AREA STAFF HOUSE 5, 6
1 pc","FUR. & FIXT.",CABINET-WOODEN,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787724415183.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787724415183.jpg,"2026-08-26 02:06:07 PM"
231,MFI-DBL-00108668,"NUTEX WEIGHING SCALE 50KG S#: 017742","DAMAGED
OLD BARCODE
LAYERING AREA STORAGE
1 PC",TOOLS,"WEIGHING SCALE","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787724569183.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787724569183.jpg,"2026-08-26 02:07:49 PM"
232,MFI-DBL-00107725,"NUTEX PORTABLE SCALE 1 KG S#: 038076","DAMAGED
OLD BARCODE
LAYERING AREA STORAGE
1 PC",TOOLS,"WEIGHING SCALE","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787724681532.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787724681532.jpg,"2026-08-26 02:09:52 PM"
233,MFI-BBF-00114064,"WULI POWER SPRAYER 2HP S#: 2020041032","OLD BARCODE
LAYERING AREA STORAGE
1 PC","MACH. & EQPT.","POWER SPRAYER","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787724774297.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787724774297.jpg,"2026-08-26 02:11:29 PM"
234,,"COOLING PAD","NO BARCODE
LAYERING DOCKING AREA
35 PCS","OTHER EQPT.",OTHERS,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787725086082.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787725086082.jpg,"2026-08-26 02:16:40 PM"
235,,"STAFF HOUSE","LAYERING AREA",BLDG.,BUILDING,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787725121284.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787725121284.jpg,"2026-08-26 02:18:30 PM"
236,0119-0007344200004,"RADIO HANDSET MOTOPLUS DUAL BAND FM TRANSCEIVER","BARCODE NOT FOUND
LAYERING AREA GUARD HOUSE",TOOLS,"RADIO HANDSET","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787725272903.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787725272903.jpg,"2026-08-26 02:20:22 PM"
237,MFI-DBL-00109598,"WULI POWER SPRAYER 2HP M#: WL25ASBC","OLD BARCODE
LAYERING AREA GUARD HOUSE","OFF. EQPT.","POWER SPRAYER","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787725427711.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787725427711.jpg,"2026-08-26 02:22:15 PM"
